Year,Quarter,State,Tax_Category,Tax_Code,Amount
2009,3,Massachusetts,Individual income taxes,T40,2409021.0
2009,3,Massachusetts,Corporation net income taxes,T41,349699.0
2009,3,Massachusetts,Death and gift taxes,T50,39962.0
2009,3,Massachusetts,Documentary and stock transfer taxes,T51,32109.0
2009,3,Massachusetts,Severance taxes,T53,0.0
2009,3,Massachusetts,Other miscellaneous taxes,T99,11205.0
2009,3,Michigan,Property tax,T01,577585.0
2009,3,Michigan,General sales and gross receipts,T09,2708939.0
2009,3,Michigan,Alcoholic beverages,T10,39791.0
2009,3,Michigan,Amusements,T11,45072.0
2009,3,Michigan,Insurance,T12,133070.0
2009,3,Michigan,Motor fuel sales taxes,T13,418543.0
2009,3,Michigan,Pari-mutuels,T14,1689.0
2009,3,Michigan,Public utilities,T15,13690.0
2009,3,Michigan,Tobacco products,T16,376023.0
2009,3,Michigan,Other selective sales and gross receipts,T19,285311.0
2009,3,Michigan,Alcoholic beverages,T20,-1590.0
2009,3,Michigan,Amusements,T21,0.0
2009,3,Michigan,Corporations in general,T22,3150.0
2009,3,Michigan,Hunting and fishing licenses,T23,20448.0
2009,3,Michigan,Motor vehicles,T24,208693.0
2009,3,Michigan,Motor vehicle operator,T25,21409.0
2009,3,Michigan,Public utilities,T27,121.0
2009,3,Michigan,Occupation and business licenses,T28,62077.0
2009,3,Michigan,Other licenses taxes,T29,43916.0
2009,3,Michigan,Individual income taxes,T40,1921572.0
2009,3,Michigan,Corporation net income taxes,T41,232686.0
2009,3,Michigan,Death and gift taxes,T50,98.0
2009,3,Michigan,Documentary and stock transfer taxes,T51,78156.0
2009,3,Michigan,Severance taxes,T53,15184.0
2009,3,Michigan,Other miscellaneous taxes,T99,0.0
2009,3,Minnesota,Property tax,T01,372.0
2009,3,Minnesota,General sales and gross receipts,T09,935796.0
2009,3,Minnesota,Alcoholic beverages,T10,14589.0
2009,3,Minnesota,Amusements,T11,7855.0
2009,3,Minnesota,Insurance,T12,80433.0
2009,3,Minnesota,Motor fuel sales taxes,T13,215950.0
2009,3,Minnesota,Pari-mutuels,T14,220.0
2009,3,Minnesota,Public utilities,T15,9.0
2009,3,Minnesota,Tobacco products,T16,100409.0
2009,3,Minnesota,Other selective sales and gross receipts,T19,390496.0
2009,3,Minnesota,Alcoholic beverages,T20,339.0
2009,3,Minnesota,Amusements,T21,691.0
2009,3,Minnesota,Corporations in general,T22,1910.0
2009,3,Minnesota,Hunting and fishing licenses,T23,16473.0
2009,3,Minnesota,Motor vehicles,T24,122754.0
2009,3,Minnesota,Motor vehicle operator,T25,11376.0
2009,3,Minnesota,Public utilities,T27,294.0
2009,3,Minnesota,Occupation and business licenses,T28,68814.0
2009,3,Minnesota,Other licenses taxes,T29,11622.0
2009,3,Minnesota,Individual income taxes,T40,1634448.0
2009,3,Minnesota,Corporation net income taxes,T41,183884.0
2009,3,Minnesota,Death and gift taxes,T50,34716.0
2009,3,Minnesota,Documentary and stock transfer taxes,T51,35736.0
2009,3,Minnesota,Severance taxes,T53,12406.0
2009,3,Minnesota,Other miscellaneous taxes,T99,0.0
2009,3,Mississippi,Property tax,T01,6197.0
2009,3,Mississippi,General sales and gross receipts,T09,609820.0
2009,3,Mississippi,Alcoholic beverages,T10,10941.0
2009,3,Mississippi,Amusements,T11,39747.0
2009,3,Mississippi,Insurance,T12,15654.0
2009,3,Mississippi,Motor fuel sales taxes,T13,98358.0
2009,3,Mississippi,Pari-mutuels,T14,0.0
2009,3,Mississippi,Public utilities,T15,652.0
2009,3,Mississippi,Tobacco products,T16,38193.0
2009,3,Mississippi,Other selective sales and gross receipts,T19,27355.0
2009,3,Mississippi,Alcoholic beverages,T20,739.0
2009,3,Mississippi,Amusements,T21,1147.0
2009,3,Mississippi,Corporations in general,T22,19883.0
2009,3,Mississippi,Hunting and fishing licenses,T23,3251.0
2009,3,Mississippi,Motor vehicles,T24,31430.0
2009,3,Mississippi,Motor vehicle operator,T25,7197.0
2009,3,Mississippi,Public utilities,T27,8503.0
2009,3,Mississippi,Occupation and business licenses,T28,22280.0
2009,3,Mississippi,Other licenses taxes,T29,8839.0
2009,3,Mississippi,Individual income taxes,T40,319258.0
2009,3,Mississippi,Corporation net income taxes,T41,59055.0
2009,3,Mississippi,Death and gift taxes,T50,-1.0
2009,3,Mississippi,Documentary and stock transfer taxes,T51,0.0
2009,3,Mississippi,Severance taxes,T53,20729.0
2009,3,Mississippi,Other miscellaneous taxes,T99,0.0
2009,3,Missouri,Property tax,T01,644.0
2009,3,Missouri,General sales and gross receipts,T09,762455.0
2009,3,Missouri,Alcoholic beverages,T10,8254.0
2009,3,Missouri,Amusements,T11,96239.0
2009,3,Missouri,Insurance,T12,57534.0
2009,3,Missouri,Motor fuel sales taxes,T13,183818.0
2009,3,Missouri,Pari-mutuels,T14,0.0
2009,3,Missouri,Public utilities,T15,0.0
2009,3,Missouri,Tobacco products,T16,28255.0
2009,3,Missouri,Other selective sales and gross receipts,T19,14496.0
2009,3,Missouri,Alcoholic beverages,T20,466.0
2009,3,Missouri,Amusements,T21,13.0
2009,3,Missouri,Corporations in general,T22,7888.0
2009,3,Missouri,Hunting and fishing licenses,T23,5648.0
2009,3,Missouri,Motor vehicles,T24,56632.0
2009,3,Missouri,Motor vehicle operator,T25,5018.0
2009,3,Missouri,Public utilities,T27,6154.0
2009,3,Missouri,Occupation and business licenses,T28,40536.0
2009,3,Missouri,Other licenses taxes,T29,14069.0
2009,3,Missouri,Individual income taxes,T40,1085611.0
2009,3,Missouri,Corporation net income taxes,T41,75039.0
2009,3,Missouri,Death and gift taxes,T50,28.0
2009,3,Missouri,Documentary and stock transfer taxes,T51,478.0
2009,3,Missouri,Severance taxes,T53,1.0
2009,3,Missouri,Other miscellaneous taxes,T99,279.0
2009,3,Montana,Property tax,T01,14425.0
2009,3,Montana,General sales and gross receipts,T09,0.0
2009,3,Montana,Alcoholic beverages,T10,5702.0
2009,3,Montana,Amusements,T11,15429.0
2009,3,Montana,Insurance,T12,14336.0
2009,3,Montana,Motor fuel sales taxes,T13,37797.0
2009,3,Montana,Pari-mutuels,T14,19.0
2009,3,Montana,Public utilities,T15,11680.0
2009,3,Montana,Tobacco products,T16,24876.0
2009,3,Montana,Other selective sales and gross receipts,T19,9611.0
2009,3,Montana,Alcoholic beverages,T20,1549.0
2009,3,Montana,Amusements,T21,4094.0
2009,3,Montana,Corporations in general,T22,302.0
2009,3,Montana,Hunting and fishing licenses,T23,9270.0
2009,3,Montana,Motor vehicles,T24,7233.0
2009,3,Montana,Motor vehicle operator,T25,1806.0
2009,3,Montana,Public utilities,T27,0.0
2009,3,Montana,Occupation and business licenses,T28,11794.0
2009,3,Montana,Other licenses taxes,T29,353.0
2009,3,Montana,Individual income taxes,T40,185488.0
2009,3,Montana,Corporation net income taxes,T41,17643.0
2009,3,Montana,Death and gift taxes,T50,29.0
2009,3,Montana,Documentary and stock transfer taxes,T51,0.0
2009,3,Montana,Severance taxes,T53,57756.0
2009,3,Montana,Other miscellaneous taxes,T99,22.0
2009,3,Nebraska,Property tax,T01,47.0
2009,3,Nebraska,General sales and gross receipts,T09,332074.0
2009,3,Nebraska,Alcoholic beverages,T10,7046.0
2009,3,Nebraska,Amusements,T11,2210.0
2009,3,Nebraska,Insurance,T12,7662.0
2009,3,Nebraska,Motor fuel sales taxes,T13,75076.0
2009,3,Nebraska,Pari-mutuels,T14,74.0
2009,3,Nebraska,Public utilities,T15,14806.0
2009,3,Nebraska,Tobacco products,T16,17869.0
2009,3,Nebraska,Other selective sales and gross receipts,T19,5690.0
2009,3,Nebraska,Alcoholic beverages,T20,2851.0
2009,3,Nebraska,Amusements,T21,172.0
2009,3,Nebraska,Corporations in general,T22,160.0
2009,3,Nebraska,Hunting and fishing licenses,T23,2651.0
2009,3,Nebraska,Motor vehicles,T24,13998.0
2009,3,Nebraska,Motor vehicle operator,T25,1350.0
2009,3,Nebraska,Public utilities,T27,0.0
2009,3,Nebraska,Occupation and business licenses,T28,3953.0
2009,3,Nebraska,Other licenses taxes,T29,0.0
2009,3,Nebraska,Individual income taxes,T40,396863.0
2009,3,Nebraska,Corporation net income taxes,T41,36915.0
2009,3,Nebraska,Death and gift taxes,T50,1.0
2009,3,Nebraska,Documentary and stock transfer taxes,T51,1856.0
2009,3,Nebraska,Severance taxes,T53,138.0
2009,3,Nebraska,Other miscellaneous taxes,T99,0.0
2009,3,Nevada,Property tax,T01,5151.0
2009,3,Nevada,General sales and gross receipts,T09,209654.0
2009,3,Nevada,Alcoholic beverages,T10,3259.0
2009,3,Nevada,Amusements,T11,116981.0
2009,3,Nevada,Insurance,T12,396.0
2009,3,Nevada,Motor fuel sales taxes,T13,26697.0
2009,3,Nevada,Pari-mutuels,T14,0.0
2009,3,Nevada,Public utilities,T15,4641.0
2009,3,Nevada,Tobacco products,T16,9006.0
2009,3,Nevada,Other selective sales and gross receipts,T19,10216.0
2009,3,Nevada,Alcoholic beverages,T20,0.0
2009,3,Nevada,Amusements,T21,3081.0
2009,3,Nevada,Corporations in general,T22,11513.0
2009,3,Nevada,Hunting and fishing licenses,T23,1152.0
2009,3,Nevada,Motor vehicles,T24,23677.0
2009,3,Nevada,Motor vehicle operator,T25,3534.0
2009,3,Nevada,Public utilities,T27,0.0
2009,3,Nevada,Occupation and business licenses,T28,89971.0
2009,3,Nevada,Other licenses taxes,T29,401.0
2009,3,Nevada,Individual income taxes,T40,0.0
2009,3,Nevada,Corporation net income taxes,T41,0.0
2009,3,Nevada,Death and gift taxes,T50,0.0
2009,3,Nevada,Documentary and stock transfer taxes,T51,1647.0
2009,3,Nevada,Severance taxes,T53,11190.0
2009,3,Nevada,Other miscellaneous taxes,T99,0.0
2009,3,New Hampshire,Property tax,T01,6726.0
2009,3,New Hampshire,General sales and gross receipts,T09,0.0
2009,3,New Hampshire,Alcoholic beverages,T10,3823.0
2009,3,New Hampshire,Amusements,T11,75.0
2009,3,New Hampshire,Insurance,T12,168.0
2009,3,New Hampshire,Motor fuel sales taxes,T13,36719.0
2009,3,New Hampshire,Pari-mutuels,T14,423.0
2009,3,New Hampshire,Public utilities,T15,19768.0
2009,3,New Hampshire,Tobacco products,T16,67822.0
2009,3,New Hampshire,Other selective sales and gross receipts,T19,72412.0
2009,3,New Hampshire,Alcoholic beverages,T20,735.0
2009,3,New Hampshire,Amusements,T21,42.0
2009,3,New Hampshire,Corporations in general,T22,208.0
2009,3,New Hampshire,Hunting and fishing licenses,T23,2107.0
2009,3,New Hampshire,Motor vehicles,T24,28703.0
2009,3,New Hampshire,Motor vehicle operator,T25,3160.0
2009,3,New Hampshire,Public utilities,T27,2773.0
2009,3,New Hampshire,Occupation and business licenses,T28,22481.0
2009,3,New Hampshire,Other licenses taxes,T29,181.0
2009,3,New Hampshire,Individual income taxes,T40,13624.0
2009,3,New Hampshire,Corporation net income taxes,T41,109000.0
2009,3,New Hampshire,Death and gift taxes,T50,9.0
2009,3,New Hampshire,Documentary and stock transfer taxes,T51,24903.0
2009,3,New Hampshire,Severance taxes,T53,0.0
2009,3,New Hampshire,Other miscellaneous taxes,T99,0.0
2009,3,New Jersey,Property tax,T01,112.0
2009,3,New Jersey,General sales and gross receipts,T09,2017677.0
2009,3,New Jersey,Alcoholic beverages,T10,18886.0
2009,3,New Jersey,Amusements,T11,85021.0
2009,3,New Jersey,Insurance,T12,-27862.0
2009,3,New Jersey,Motor fuel sales taxes,T13,140883.0
2009,3,New Jersey,Pari-mutuels,T14,0.0
2009,3,New Jersey,Public utilities,T15,72161.0
2009,3,New Jersey,Tobacco products,T16,197539.0
2009,3,New Jersey,Other selective sales and gross receipts,T19,62571.0
2009,3,New Jersey,Alcoholic beverages,T20,12083.0
2009,3,New Jersey,Amusements,T21,26963.0
2009,3,New Jersey,Corporations in general,T22,45553.0
2009,3,New Jersey,Hunting and fishing licenses,T23,1369.0
2009,3,New Jersey,Motor vehicles,T24,135085.0
2009,3,New Jersey,Motor vehicle operator,T25,11746.0
2009,3,New Jersey,Public utilities,T27,5.0
2009,3,New Jersey,Occupation and business licenses,T28,98886.0
2009,3,New Jersey,Other licenses taxes,T29,465.0
2009,3,New Jersey,Individual income taxes,T40,1981870.0
2009,3,New Jersey,Corporation net income taxes,T41,409976.0
2009,3,New Jersey,Death and gift taxes,T50,134723.0
2009,3,New Jersey,Documentary and stock transfer taxes,T51,75253.0
2009,3,New Jersey,Severance taxes,T53,0.0
2009,3,New Jersey,Other miscellaneous taxes,T99,0.0
2009,3,New Mexico,Property tax,T01,1900.0
2009,3,New Mexico,General sales and gross receipts,T09,436246.0
2009,3,New Mexico,Alcoholic beverages,T10,6998.0
2009,3,New Mexico,Amusements,T11,5644.0
2009,3,New Mexico,Insurance,T12,5502.0
2009,3,New Mexico,Motor fuel sales taxes,T13,22863.0
2009,3,New Mexico,Pari-mutuels,T14,36.0
2009,3,New Mexico,Public utilities,T15,3823.0
2009,3,New Mexico,Tobacco products,T16,5098.0
2009,3,New Mexico,Other selective sales and gross receipts,T19,2061.0
2009,3,New Mexico,Alcoholic beverages,T20,207.0
2009,3,New Mexico,Amusements,T21,0.0
2009,3,New Mexico,Corporations in general,T22,3825.0
2009,3,New Mexico,Hunting and fishing licenses,T23,6229.0
2009,3,New Mexico,Motor vehicles,T24,3211.0
2009,3,New Mexico,Motor vehicle operator,T25,324.0
2009,3,New Mexico,Public utilities,T27,1068.0
2009,3,New Mexico,Occupation and business licenses,T28,5045.0
2009,3,New Mexico,Other licenses taxes,T29,480.0
2009,3,New Mexico,Individual income taxes,T40,118997.0
2009,3,New Mexico,Corporation net income taxes,T41,1613.0
2009,3,New Mexico,Death and gift taxes,T50,0.0
2009,3,New Mexico,Documentary and stock transfer taxes,T51,0.0
2009,3,New Mexico,Severance taxes,T53,79317.0
2009,3,New Mexico,Other miscellaneous taxes,T99,457.0
2009,3,New York,Property tax,T01,0.0
2009,3,New York,General sales and gross receipts,T09,2707950.0
2009,3,New York,Alcoholic beverages,T10,61032.0
2009,3,New York,Amusements,T11,136.0
2009,3,New York,Insurance,T12,328546.0
2009,3,New York,Motor fuel sales taxes,T13,130608.0
2009,3,New York,Pari-mutuels,T14,6638.0
2009,3,New York,Public utilities,T15,194521.0
2009,3,New York,Tobacco products,T16,364747.0
2009,3,New York,Other selective sales and gross receipts,T19,304937.0
2009,3,New York,Alcoholic beverages,T20,10925.0
2009,3,New York,Amusements,T21,17.0
2009,3,New York,Corporations in general,T22,6052.0
2009,3,New York,Hunting and fishing licenses,T23,21898.0
2009,3,New York,Motor vehicles,T24,237964.0
2009,3,New York,Motor vehicle operator,T25,34560.0
2009,3,New York,Public utilities,T27,13369.0
2009,3,New York,Occupation and business licenses,T28,63412.0
2009,3,New York,Other licenses taxes,T29,513.0
2009,3,New York,Individual income taxes,T40,7573870.0
2009,3,New York,Corporation net income taxes,T41,911579.0
2009,3,New York,Death and gift taxes,T50,278951.0
2009,3,New York,Documentary and stock transfer taxes,T51,160742.0
2009,3,New York,Severance taxes,T53,0.0
2009,3,New York,Other miscellaneous taxes,T99,0.0
2009,3,North Carolina,Property tax,T01,0.0
2009,3,North Carolina,General sales and gross receipts,T09,1263526.0
2009,3,North Carolina,Alcoholic beverages,T10,69172.0
2009,3,North Carolina,Amusements,T11,3240.0
2009,3,North Carolina,Insurance,T12,15607.0
2009,3,North Carolina,Motor fuel sales taxes,T13,399846.0
2009,3,North Carolina,Pari-mutuels,T14,0.0
2009,3,North Carolina,Public utilities,T15,98289.0
2009,3,North Carolina,Tobacco products,T16,63000.0
2009,3,North Carolina,Other selective sales and gross receipts,T19,140571.0
2009,3,North Carolina,Alcoholic beverages,T20,872.0
2009,3,North Carolina,Amusements,T21,0.0
2009,3,North Carolina,Corporations in general,T22,62657.0
2009,3,North Carolina,Hunting and fishing licenses,T23,5148.0
2009,3,North Carolina,Motor vehicles,T24,135619.0
2009,3,North Carolina,Motor vehicle operator,T25,32869.0
2009,3,North Carolina,Public utilities,T27,0.0
2009,3,North Carolina,Occupation and business licenses,T28,36771.0
2009,3,North Carolina,Other licenses taxes,T29,1616.0
2009,3,North Carolina,Individual income taxes,T40,2408935.0
2009,3,North Carolina,Corporation net income taxes,T41,227680.0
2009,3,North Carolina,Death and gift taxes,T50,41486.0
2009,3,North Carolina,Documentary and stock transfer taxes,T51,10016.0
2009,3,North Carolina,Severance taxes,T53,348.0
2009,3,North Carolina,Other miscellaneous taxes,T99,0.0
2009,3,North Dakota,Property tax,T01,16.0
2009,3,North Dakota,General sales and gross receipts,T09,150702.0
2009,3,North Dakota,Alcoholic beverages,T10,1949.0
2009,3,North Dakota,Amusements,T11,1999.0
2009,3,North Dakota,Insurance,T12,7040.0
2009,3,North Dakota,Motor fuel sales taxes,T13,38154.0
2009,3,North Dakota,Pari-mutuels,T14,46.0
2009,3,North Dakota,Public utilities,T15,3995.0
2009,3,North Dakota,Tobacco products,T16,6561.0
2009,3,North Dakota,Other selective sales and gross receipts,T19,20659.0
2009,3,North Dakota,Alcoholic beverages,T20,3.0
2009,3,North Dakota,Amusements,T21,303.0
2009,3,North Dakota,Corporations in general,T22,0.0
2009,3,North Dakota,Hunting and fishing licenses,T23,2345.0
2009,3,North Dakota,Motor vehicles,T24,17246.0
2009,3,North Dakota,Motor vehicle operator,T25,916.0
2009,3,North Dakota,Public utilities,T27,0.0
2009,3,North Dakota,Occupation and business licenses,T28,15488.0
2009,3,North Dakota,Other licenses taxes,T29,0.0
2009,3,North Dakota,Individual income taxes,T40,71009.0
2009,3,North Dakota,Corporation net income taxes,T41,15662.0
2009,3,North Dakota,Death and gift taxes,T50,9.0
2009,3,North Dakota,Documentary and stock transfer taxes,T51,0.0
2009,3,North Dakota,Severance taxes,T53,193496.0
2009,3,North Dakota,Other miscellaneous taxes,T99,0.0
2009,3,Ohio,Property tax,T01,0.0
2009,3,Ohio,General sales and gross receipts,T09,1787166.0
2009,3,Ohio,Alcoholic beverages,T10,24436.0
2009,3,Ohio,Amusements,T11,0.0
2009,3,Ohio,Insurance,T12,5534.0
2009,3,Ohio,Motor fuel sales taxes,T13,444272.0
2009,3,Ohio,Pari-mutuels,T14,2149.0
2009,3,Ohio,Public utilities,T15,300863.0
2009,3,Ohio,Tobacco products,T16,180882.0
2009,3,Ohio,Other selective sales and gross receipts,T19,71439.0
2009,3,Ohio,Alcoholic beverages,T20,12290.0
2009,3,Ohio,Amusements,T21,439.0
2009,3,Ohio,Corporations in general,T22,328301.0
2009,3,Ohio,Hunting and fishing licenses,T23,6333.0
2009,3,Ohio,Motor vehicles,T24,197723.0
2009,3,Ohio,Motor vehicle operator,T25,21715.0
2009,3,Ohio,Public utilities,T27,536.0
2009,3,Ohio,Occupation and business licenses,T28,185491.0
2009,3,Ohio,Other licenses taxes,T29,5079.0
2009,3,Ohio,Individual income taxes,T40,1874580.0
2009,3,Ohio,Corporation net income taxes,T41,-3272.0
2009,3,Ohio,Death and gift taxes,T50,1659.0
2009,3,Ohio,Documentary and stock transfer taxes,T51,0.0
2009,3,Ohio,Severance taxes,T53,2635.0
2009,3,Ohio,Other miscellaneous taxes,T99,0.0
2009,3,Oklahoma,Property tax,T01,0.0
2009,3,Oklahoma,General sales and gross receipts,T09,491762.0
2009,3,Oklahoma,Alcoholic beverages,T10,24819.0
2009,3,Oklahoma,Amusements,T11,3490.0
2009,3,Oklahoma,Insurance,T12,38946.0
2009,3,Oklahoma,Motor fuel sales taxes,T13,113991.0
2009,3,Oklahoma,Pari-mutuels,T14,311.0
2009,3,Oklahoma,Public utilities,T15,8507.0
2009,3,Oklahoma,Tobacco products,T16,68524.0
2009,3,Oklahoma,Other selective sales and gross receipts,T19,3108.0
2009,3,Oklahoma,Alcoholic beverages,T20,229.0
2009,3,Oklahoma,Amusements,T21,643.0
2009,3,Oklahoma,Corporations in general,T22,26259.0
2009,3,Oklahoma,Hunting and fishing licenses,T23,3452.0
2009,3,Oklahoma,Motor vehicles,T24,140997.0
2009,3,Oklahoma,Motor vehicle operator,T25,4499.0
2009,3,Oklahoma,Public utilities,T27,3.0
2009,3,Oklahoma,Occupation and business licenses,T28,579.0
2009,3,Oklahoma,Other licenses taxes,T29,4695.0
2009,3,Oklahoma,Individual income taxes,T40,598003.0
2009,3,Oklahoma,Corporation net income taxes,T41,48656.0
2009,3,Oklahoma,Death and gift taxes,T50,9870.0
2009,3,Oklahoma,Documentary and stock transfer taxes,T51,3259.0
2009,3,Oklahoma,Severance taxes,T53,151740.0
2009,3,Oklahoma,Other miscellaneous taxes,T99,10520.0
2009,3,Oregon,Property tax,T01,5723.0
2009,3,Oregon,General sales and gross receipts,T09,0.0
2009,3,Oregon,Alcoholic beverages,T10,4516.0
2009,3,Oregon,Amusements,T11,118.0
2009,3,Oregon,Insurance,T12,12095.0
2009,3,Oregon,Motor fuel sales taxes,T13,109586.0
2009,3,Oregon,Pari-mutuels,T14,1231.0
2009,3,Oregon,Public utilities,T15,1781.0
2009,3,Oregon,Tobacco products,T16,65274.0
2009,3,Oregon,Other selective sales and gross receipts,T19,0.0
2009,3,Oregon,Alcoholic beverages,T20,788.0
2009,3,Oregon,Amusements,T21,1840.0
2009,3,Oregon,Corporations in general,T22,3398.0
2009,3,Oregon,Hunting and fishing licenses,T23,10721.0
2009,3,Oregon,Motor vehicles,T24,88294.0
2009,3,Oregon,Motor vehicle operator,T25,5163.0
2009,3,Oregon,Public utilities,T27,30.0
2009,3,Oregon,Occupation and business licenses,T28,196151.0
2009,3,Oregon,Other licenses taxes,T29,1014.0
2009,3,Oregon,Individual income taxes,T40,1235792.0
2009,3,Oregon,Corporation net income taxes,T41,70910.0
2009,3,Oregon,Death and gift taxes,T50,33340.0
2009,3,Oregon,Documentary and stock transfer taxes,T51,421.0
2009,3,Oregon,Severance taxes,T53,2766.0
2009,3,Oregon,Other miscellaneous taxes,T99,0.0
2009,3,Pennsylvania,Property tax,T01,3012.0
2009,3,Pennsylvania,General sales and gross receipts,T09,2129789.0
2009,3,Pennsylvania,Alcoholic beverages,T10,70317.0
2009,3,Pennsylvania,Amusements,T11,301497.0
2009,3,Pennsylvania,Insurance,T12,41927.0
2009,3,Pennsylvania,Motor fuel sales taxes,T13,530921.0
2009,3,Pennsylvania,Pari-mutuels,T14,2126.0
2009,3,Pennsylvania,Public utilities,T15,4774.0
2009,3,Pennsylvania,Tobacco products,T16,263520.0
2009,3,Pennsylvania,Other selective sales and gross receipts,T19,40698.0
2009,3,Pennsylvania,Alcoholic beverages,T20,4218.0
2009,3,Pennsylvania,Amusements,T21,2765.0
2009,3,Pennsylvania,Corporations in general,T22,69403.0
2009,3,Pennsylvania,Hunting and fishing licenses,T23,31060.0
2009,3,Pennsylvania,Motor vehicles,T24,187438.0
2009,3,Pennsylvania,Motor vehicle operator,T25,16683.0
2009,3,Pennsylvania,Public utilities,T27,19113.0
2009,3,Pennsylvania,Occupation and business licenses,T28,208634.0
2009,3,Pennsylvania,Other licenses taxes,T29,5088.0
2009,3,Pennsylvania,Individual income taxes,T40,2087357.0
2009,3,Pennsylvania,Corporation net income taxes,T41,346974.0
2009,3,Pennsylvania,Death and gift taxes,T50,175313.0
2009,3,Pennsylvania,Documentary and stock transfer taxes,T51,97323.0
2009,3,Pennsylvania,Severance taxes,T53,0.0
2009,3,Pennsylvania,Other miscellaneous taxes,T99,4439.0
2009,3,Rhode Island,Property tax,T01,0.0
2009,3,Rhode Island,General sales and gross receipts,T09,216210.0
2009,3,Rhode Island,Alcoholic beverages,T10,2927.0
2009,3,Rhode Island,Amusements,T11,0.0
2009,3,Rhode Island,Insurance,T12,458.0
2009,3,Rhode Island,Motor fuel sales taxes,T13,31375.0
2009,3,Rhode Island,Pari-mutuels,T14,460.0
2009,3,Rhode Island,Public utilities,T15,716.0
2009,3,Rhode Island,Tobacco products,T16,37528.0
2009,3,Rhode Island,Other selective sales and gross receipts,T19,132585.0
2009,3,Rhode Island,Alcoholic beverages,T20,6.0
2009,3,Rhode Island,Amusements,T21,95.0
2009,3,Rhode Island,Corporations in general,T22,822.0
2009,3,Rhode Island,Hunting and fishing licenses,T23,196.0
2009,3,Rhode Island,Motor vehicles,T24,8377.0
2009,3,Rhode Island,Motor vehicle operator,T25,163.0
2009,3,Rhode Island,Public utilities,T27,0.0
2009,3,Rhode Island,Occupation and business licenses,T28,5410.0
2009,3,Rhode Island,Other licenses taxes,T29,34.0
2009,3,Rhode Island,Individual income taxes,T40,228921.0
2009,3,Rhode Island,Corporation net income taxes,T41,8373.0
2009,3,Rhode Island,Death and gift taxes,T50,4556.0
2009,3,Rhode Island,Documentary and stock transfer taxes,T51,2013.0
2009,3,Rhode Island,Severance taxes,T53,0.0
2009,3,Rhode Island,Other miscellaneous taxes,T99,23.0
2009,3,South Carolina,Property tax,T01,107.0
2009,3,South Carolina,General sales and gross receipts,T09,512900.0
2009,3,South Carolina,Alcoholic beverages,T10,25891.0
2009,3,South Carolina,Amusements,T11,7365.0
2009,3,South Carolina,Insurance,T12,30046.0
2009,3,South Carolina,Motor fuel sales taxes,T13,136218.0
2009,3,South Carolina,Pari-mutuels,T14,0.0
2009,3,South Carolina,Public utilities,T15,17862.0
2009,3,South Carolina,Tobacco products,T16,5529.0
2009,3,South Carolina,Other selective sales and gross receipts,T19,88039.0
2009,3,South Carolina,Alcoholic beverages,T20,183.0
2009,3,South Carolina,Amusements,T21,442.0
2009,3,South Carolina,Corporations in general,T22,14499.0
2009,3,South Carolina,Hunting and fishing licenses,T23,8793.0
2009,3,South Carolina,Motor vehicles,T24,18581.0
2009,3,South Carolina,Motor vehicle operator,T25,7770.0
2009,3,South Carolina,Public utilities,T27,0.0
2009,3,South Carolina,Occupation and business licenses,T28,32483.0
2009,3,South Carolina,Other licenses taxes,T29,2934.0
2009,3,South Carolina,Individual income taxes,T40,391535.0
2009,3,South Carolina,Corporation net income taxes,T41,25377.0
2009,3,South Carolina,Death and gift taxes,T50,-32.0
2009,3,South Carolina,Documentary and stock transfer taxes,T51,5121.0
2009,3,South Carolina,Severance taxes,T53,0.0
2009,3,South Carolina,Other miscellaneous taxes,T99,0.0
2009,3,South Dakota,Property tax,T01,0.0
2009,3,South Dakota,General sales and gross receipts,T09,208784.0
2009,3,South Dakota,Alcoholic beverages,T10,3843.0
2009,3,South Dakota,Amusements,T11,5.0
2009,3,South Dakota,Insurance,T12,13727.0
2009,3,South Dakota,Motor fuel sales taxes,T13,30899.0
2009,3,South Dakota,Pari-mutuels,T14,93.0
2009,3,South Dakota,Public utilities,T15,2355.0
2009,3,South Dakota,Tobacco products,T16,17041.0
2009,3,South Dakota,Other selective sales and gross receipts,T19,14332.0
2009,3,South Dakota,Alcoholic beverages,T20,15.0
2009,3,South Dakota,Amusements,T21,5.0
2009,3,South Dakota,Corporations in general,T22,914.0
2009,3,South Dakota,Hunting and fishing licenses,T23,8598.0
2009,3,South Dakota,Motor vehicles,T24,12896.0
2009,3,South Dakota,Motor vehicle operator,T25,941.0
2009,3,South Dakota,Public utilities,T27,0.0
2009,3,South Dakota,Occupation and business licenses,T28,17822.0
2009,3,South Dakota,Other licenses taxes,T29,7890.0
2009,3,South Dakota,Individual income taxes,T40,0.0
2009,3,South Dakota,Corporation net income taxes,T41,10378.0
2009,3,South Dakota,Death and gift taxes,T50,141.0
2009,3,South Dakota,Documentary and stock transfer taxes,T51,48.0
2009,3,South Dakota,Severance taxes,T53,1681.0
2009,3,South Dakota,Other miscellaneous taxes,T99,0.0
2009,3,Tennessee,Property tax,T01,0.0
2009,3,Tennessee,General sales and gross receipts,T09,1559841.0
2009,3,Tennessee,Alcoholic beverages,T10,25919.0
2009,3,Tennessee,Amusements,T11,0.0
2009,3,Tennessee,Insurance,T12,100970.0
2009,3,Tennessee,Motor fuel sales taxes,T13,211856.0
